id|description|column
"FAY"|"FAYETTEVILLE, NC"|"i94port"
"MRH"|"MOREHEAD CITY, NC"|"i94port"
"FOP"|"MORRIS FIELDS AAF, NC"|"i94port"
"GSO"|"PIEDMONT TRIAD INTL AIRPORT, NC"|"i94port"
"RDU"|"RALEIGH/DURHAM, NC"|"i94port"
"SSC"|"SHAW AFB - SUMTER, NC"|"i94port"
"WIL"|"WILMINGTON, NC"|"i94port"
"AMB"|"AMBROSE, ND"|"i94port"
"ANT"|"ANTLER, ND"|"i94port"
"CRY"|"CARBURY, ND"|"i94port"
"DNS"|"DUNSEITH, ND"|"i94port"
"FAR"|"FARGO, ND"|"i94port"
"FRT"|"FORTUNA, ND"|"i94port"
"GRF"|"GRAND FORKS, ND"|"i94port"
"HNN"|"HANNAH, ND"|"i94port"
"HNS"|"HANSBORO, ND"|"i94port"
"MAI"|"MAIDA, ND"|"i94port"
"MND"|"MINOT, ND"|"i94port"
"NEC"|"NECHE, ND"|"i94port"
"NOO"|"NOONAN, ND"|"i94port"
"NRG"|"NORTHGATE, ND"|"i94port"
"PEM"|"PEMBINA, ND"|"i94port"
"SAR"|"SARLES, ND"|"i94port"
"SHR"|"SHERWOOD, ND"|"i94port"
"SJO"|"ST JOHN, ND"|"i94port"
"WAL"|"WALHALLA, ND"|"i94port"
"WHO"|"WESTHOPE, ND"|"i94port"
"WND"|"WILLISTON, ND"|"i94port"
"OMA"|"OMAHA, NE"|"i94port"
"LEB"|"LEBANON, NH"|"i94port"
"MHT"|"MANCHESTER, NH"|"i94port"
"PNH"|"PITTSBURG, NH"|"i94port"
"PSM"|"PORTSMOUTH, NH"|"i94port"
"BYO"|"BAYONNE, NJ"|"i94port"
"CNJ"|"CAMDEN, NJ"|"i94port"
"HOB"|"HOBOKEN, NJ"|"i94port"
"JER"|"JERSEY CITY, NJ"|"i94port"
"WRI"|"MC GUIRE AFB - WRIGHTSOWN, NJ"|"i94port"
"MMU"|"MORRISTOWN, NJ"|"i94port"
"NEW"|"NEWARK/TETERBORO, NJ"|"i94port"
"PER"|"PERTH AMBOY, NJ"|"i94port"
"ACY"|"POMONA FIELD - ATLANTIC CITY, NJ"|"i94port"
"ALA"|"ALAMAGORDO, NM (BPS)"|"i94port"
"ABQ"|"ALBUQUERQUE, NM"|"i94port"
"ANP"|"ANTELOPE WELLS, NM"|"i94port"
"CRL"|"CARLSBAD, NM"|"i94port"
"COL"|"COLUMBUS, NM"|"i94port"
"CDD"|"CRANE LAKE - ST. LOUIS CNTY, NM"|"i94port"
"DNM"|"DEMING, NM (BPS)"|"i94port"
"LAS"|"LAS CRUCES, NM"|"i94port"
"LOB"|"LORDSBURG, NM (BPS)"|"i94port"
"RUI"|"RUIDOSO, NM"|"i94port"
"STR"|"SANTA TERESA, NM"|"i94port"
"RNO"|"CANNON INTL - RENO/TAHOE, NV"|"i94port"
"FLX"|"FALLON MUNICIPAL AIRPORT, NV"|"i94port"
"LVG"|"LAS VEGAS, NV"|"i94port"
"REN"|"RENO, NV"|"i94port"
"ALB"|"ALBANY, NY"|"i94port"
"AXB"|"ALEXANDRIA BAY, NY"|"i94port"
"BUF"|"BUFFALO, NY"|"i94port"
"CNH"|"CANNON CORNERS, NY"|"i94port"
"CAP"|"CAPE VINCENT, NY"|"i94port"
"CHM"|"CHAMPLAIN, NY"|"i94port"
"CHT"|"CHATEAUGAY, NY"|"i94port"
"CLA"|"CLAYTON, NY"|"i94port"
"FTC"|"FORT COVINGTON, NY"|"i94port"
"LAG"|"LA GUARDIA, NY"|"i94port"
"LEW"|"LEWISTON, NY"|"i94port"
"MAS"|"MASSENA, NY"|"i94port"
"MAG"|"MCGUIRE AFB, NY"|"i94port"
"MOO"|"MOORES, NY"|"i94port"
"MRR"|"MORRISTOWN, NY"|"i94port"
"NYC"|"NEW YORK, NY"|"i94port"
"NIA"|"NIAGARA FALLS, NY"|"i94port"
"OGD"|"OGDENSBURG, NY"|"i94port"
"OSW"|"OSWEGO, NY"|"i94port"
"ELM"|"REGIONAL ARPT - HORSEHEAD, NY"|"i94port"
"ROC"|"ROCHESTER, NY"|"i94port"
"ROU"|"ROUSES POINT, NY"|"i94port"
"SWF"|"STEWART - ORANGE CNTY, NY"|"i94port"
"SYR"|"SYRACUSE, NY"|"i94port"
"THO"|"THOUSAND ISLAND BRIDGE, NY"|"i94port"
"TRO"|"TROUT RIVER, NY"|"i94port"
"WAT"|"WATERTOWN, NY"|"i94port"
"HPN"|"WESTCHESTER - WHITE PLAINS, NY"|"i94port"
"WRB"|"WHIRLPOOL BRIDGE, NY"|"i94port"
"YOU"|"YOUNGSTOWN, NY"|"i94port"
"AKR"|"AKRON, OH"|"i94port"
"ATB"|"ASHTABULA, OH"|"i94port"
"CIN"|"CINCINNATI, OH"|"i94port"
"CLE"|"CLEVELAND, OH"|"i94port"
"CLM"|"COLUMBUS, OH"|"i94port"
"LOR"|"LORAIN, OH"|"i94port"
"MBO"|"MARBLE HEADS, OH"|"i94port"
"SDY"|"SANDUSKY, OH"|"i94port"
"TOL"|"TOLEDO, OH"|"i94port"
"OKC"|"OKLAHOMA CITY, OK"|"i94port"
"TUL"|"TULSA, OK"|"i94port"
"AST"|"ASTORIA, OR"|"i94port"
"COO"|"COOS BAY, OR"|"i94port"
"HIO"|"HILLSBORO, OR"|"i94port"
"MED"|"MEDFORD, OR"|"i94port"
"NPT"|"NEWPORT, OR"|"i94port"
"POO"|"PORTLAND, OR"|"i94port"
"PUT"|"PUT-IN-BAY, OH"|"i94port"
"RDM"|"ROBERTS FIELDS - REDMOND, OR"|"i94port"
"ERI"|"ERIE, PA"|"i94port"
"MDT"|"HARRISBURG, PA"|"i94port"
"HSB"|"HARRISONBURG, PA"|"i94port"
"PHI"|"PHILADELPHIA, PA"|"i94port"
"PIT"|"PITTSBURG, PA"|"i94port"
"AGU"|"AGUADILLA, PR"|"i94port"
"BQN"|"BORINQUEN - AGUADILLO, PR"|"i94port"
"JCP"|"CULEBRA - BENJAMIN RIVERA, PR"|"i94port"
"ENS"|"ENSENADA, PR"|"i94port"
"FAJ"|"FAJARDO, PR"|"i94port"
"HUM"|"HUMACAO, PR"|"i94port"
"JOB"|"JOBOS, PR"|"i94port"
"MAY"|"MAYAGUEZ, PR"|"i94port"
"PON"|"PONCE, PR"|"i94port"
"PSE"|"PONCE-MERCEDITA, PR"|"i94port"
"SAJ"|"SAN JUAN, PR"|"i94port"
"VQS"|"VIEQUES-ARPT, PR"|"i94port"
"PRO"|"PROVIDENCE, RI"|"i94port"
"PVD"|"THEODORE FRANCIS - WARWICK, RI"|"i94port"
"CHL"|"CHARLESTON, SC"|"i94port"
"CAE"|"COLUMBIA, SC #ARPT"|"i94port"
"GEO"|"GEORGETOWN, SC"|"i94port"
"GSP"|"GREENVILLE, SC"|"i94port"
"GRR"|"GREER, SC"|"i94port"
"MYR"|"MYRTLE BEACH, SC"|"i94port"
"SPF"|"BLACK HILLS, SPEARFISH, SD"|"i94port"
"HON"|"HOWES REGIONAL ARPT - HURON, SD"|"i94port"
"SAI"|"SAIPAN, SPN"|"i94port"
"TYS"|"MC GHEE TYSON - ALCOA, TN"|"i94port"
"MEM"|"MEMPHIS, TN"|"i94port"
"NSV"|"NASHVILLE, TN"|"i94port"
"TRI"|"TRI CITY ARPT, TN"|"i94port"
"ADS"|"ADDISON AIRPORT- ADDISON, TX"|"i94port"
"ADT"|"AMISTAD DAM, TX"|"i94port"
"ANZ"|"ANZALDUAS, TX"|"i94port"
"AUS"|"AUSTIN, TX"|"i94port"
"BEA"|"BEAUMONT, TX"|"i94port"
"BBP"|"BIG BEND PARK, TX (BPS)"|"i94port"
"SCC"|"BP SPEC COORD. CTR, TX"|"i94port"
"BTC"|"BP TACTICAL UNIT, TX"|"i94port"
"BOA"|"BRIDGE OF AMERICAS, TX"|"i94port"
"BRO"|"BROWNSVILLE, TX"|"i94port"
"CRP"|"CORPUS CHRISTI, TX"|"i94port"
"DAL"|"DALLAS, TX"|"i94port"
"DLR"|"DEL RIO, TX"|"i94port"
"DNA"|"DONNA, TX"|"i94port"
"EGP"|"EAGLE PASS, TX"|"i94port"
"ELP"|"EL PASO, TX"|"i94port"
"FAB"|"FABENS, TX"|"i94port"
"FAL"|"FALCON HEIGHTS, TX"|"i94port"
"FTH"|"FORT HANCOCK, TX"|"i94port"
"AFW"|"FORT WORTH ALLIANCE, TX"|"i94port"
"FPT"|"FREEPORT, TX"|"i94port"
"GAL"|"GALVESTON, TX"|"i94port"
"HLG"|"HARLINGEN, TX"|"i94port"
"HID"|"HIDALGO, TX"|"i94port"
"HOU"|"HOUSTON, TX"|"i94port"
"SGR"|"HULL FIELD, SUGAR LAND ARPT, TX"|"i94port"
"LLB"|"JUAREZ-LINCOLN BRIDGE, TX"|"i94port"
"LCB"|"LAREDO COLUMBIA BRIDGE, TX"|"i94port"
"LRN"|"LAREDO NORTH, TX"|"i94port"
"LAR"|"LAREDO, TX"|"i94port"
"LSE"|"LOS EBANOS, TX"|"i94port"
"IND"|"LOS INDIOS, TX"|"i94port"
"LOI"|"LOS INDIOS, TX"|"i94port"
"MRS"|"MARFA, TX (BPS)"|"i94port"
"MCA"|"MCALLEN, TX"|"i94port"
"MAF"|"ODESSA REGIONAL, TX"|"i94port"
"PDN"|"PASO DEL NORTE,TX"|"i94port"
"PBB"|"PEACE BRIDGE, NY"|"i94port"
"PHR"|"PHARR, TX"|"i94port"
"PAR"|"PORT ARTHUR, TX"|"i94port"
"ISB"|"PORT ISABEL, TX"|"i94port"
"POE"|"PORT OF EL PASO, TX"|"i94port"
"PRE"|"PRESIDIO, TX"|"i94port"
"PGR"|"PROGRESO, TX"|"i94port"
"RIO"|"RIO GRANDE CITY, TX"|"i94port"
"ROM"|"ROMA, TX"|"i94port"
"SNA"|"SAN ANTONIO, TX"|"i94port"
"SNN"|"SANDERSON, TX"|"i94port"
"VIB"|"VETERAN INTL BRIDGE, TX"|"i94port"
"YSL"|"YSLETA, TX"|"i94port"
"CHA"|"CHARLOTTE AMALIE, VI"|"i94port"
"CHR"|"CHRISTIANSTED, VI"|"i94port"
"CRU"|"CRUZ BAY, ST JOHN, VI"|"i94port"
"FRK"|"FREDERIKSTED, VI"|"i94port"
"STT"|"ST THOMAS, VI"|"i94port"
"LGU"|"CACHE AIRPORT - LOGAN, UT"|"i94port"
"SLC"|"SALT LAKE CITY, UT"|"i94port"
"CHO"|"ALBEMARLE CHARLOTTESVILLE, VA"|"i94port"
"DAA"|"DAVISON AAF - FAIRFAX CNTY, VA"|"i94port"
"HOP"|"HOPEWELL, VA"|"i94port"
"HEF"|"MANASSAS, VA #ARPT"|"i94port"
"NWN"|"NEWPORT, VA"|"i94port"
"NOR"|"NORFOLK, VA"|"i94port"
"RCM"|"RICHMOND, VA"|"i94port"
"ABS"|"ALBURG SPRINGS, VT"|"i94port"
"ABG"|"ALBURG, VT"|"i94port"
"BEB"|"BEEBE PLAIN, VT"|"i94port"
"BEE"|"BEECHER FALLS, VT"|"i94port"
"BRG"|"BURLINGTON, VT"|"i94port"
"CNA"|"CANAAN, VT"|"i94port"
"DER"|"DERBY LINE, VT (I-91)"|"i94port"
"DLV"|"DERBY LINE, VT (RT. 5)"|"i94port"
"ERC"|"EAST RICHFORD, VT"|"i94port"
"HIG"|"HIGHGATE SPRINGS, VT"|"i94port"
"MOR"|"MORSES LINE, VT"|"i94port"
"NPV"|"NEWPORT, VT"|"i94port"
"NRT"|"NORTH TROY, VT"|"i94port"
"NRN"|"NORTON, VT"|"i94port"
"PIV"|"PINNACLE ROAD, VT"|"i94port"
"RIF"|"RICHFORT, VT"|"i94port"
"STA"|"ST ALBANS, VT"|"i94port"
"SWB"|"SWANTON, VT (BP - SECTOR HQ)"|"i94port"
"WBE"|"WEST BERKSHIRE, VT"|"i94port"
"ABE"|"ABERDEEN, WA"|"i94port"
"ANA"|"ANACORTES, WA"|"i94port"
"BEL"|"BELLINGHAM, WA"|"i94port"
"BLI"|"BELLINGHAM, WASHINGTON #INTL"|"i94port"
"BLA"|"BLAINE, WA"|"i94port"
"BWA"|"BOUNDARY, WA"|"i94port"
"CUR"|"CURLEW, WA (BPS)"|"i94port"
"DVL"|"DANVILLE, WA"|"i94port"
"EVE"|"EVERETT, WA"|"i94port"
"FER"|"FERRY, WA"|"i94port"
"FRI"|"FRIDAY HARBOR, WA"|"i94port"
"FWA"|"FRONTIER, WA"|"i94port"
"KLM"|"KALAMA, WA"|"i94port"
"LAU"|"LAURIER, WA"|"i94port"
"LON"|"LONGVIEW, WA"|"i94port"
"MET"|"METALINE FALLS, WA"|"i94port"
"MWH"|"MOSES LAKE GRANT COUNTY ARPT, WA"|"i94port"
"NEA"|"NEAH BAY, WA"|"i94port"
"NIG"|"NIGHTHAWK, WA"|"i94port"
"OLY"|"OLYMPIA, WA"|"i94port"
"ORO"|"OROVILLE, WA"|"i94port"
"PWB"|"PASCO, WA"|"i94port"
"PIR"|"POINT ROBERTS, WA"|"i94port"
"PNG"|"PORT ANGELES, WA"|"i94port"
"PTO"|"PORT TOWNSEND, WA"|"i94port"
"SEA"|"SEATTLE, WA"|"i94port"
"SPO"|"SPOKANE, WA"|"i94port"
"SUM"|"SUMAS, WA"|"i94port"
"TAC"|"TACOMA, WA"|"i94port"
"PSC"|"TRI-CITIES - PASCO, WA"|"i94port"
"VAN"|"VANCOUVER, WA"|"i94port"
"AGM"|"ALGOMA, WI"|"i94port"
"BAY"|"BAYFIELD, WI"|"i94port"
"GRB"|"GREEN BAY, WI"|"i94port"
"MNW"|"MANITOWOC, WI"|"i94port"
"MIL"|"MILWAUKEE, WI"|"i94port"
"MSN"|"TRUAX FIELD - DANE COUNTY, WI"|"i94port"
"CHS"|"CHARLESTON, WV"|"i94port"
"CLK"|"CLARKSBURG, WV"|"i94port"
"BLF"|"MERCER COUNTY, WV"|"i94port"
"CSP"|"CASPER, WY"|"i94port"
"XXX"|"NOT REPORTED/UNKNOWN"|"i94port"
"888"|"UNIDENTIFED AIR / SEAPORT"|"i94port"
"UNK"|"UNKNOWN POE"|"i94port"
"CLG"|"CALGARY, CANADA"|"i94port"
"EDA"|"EDMONTON, CANADA"|"i94port"
"YHC"|"HAKAI PASS, CANADA"|"i94port"
"HAL"|"Halifax, NS, Canada"|"i94port"
"MON"|"MONTREAL, CANADA"|"i94port"
"OTT"|"OTTAWA, CANADA"|"i94port"
"YXE"|"SASKATOON, CANADA"|"i94port"
"TOR"|"TORONTO, CANADA"|"i94port"
"VCV"|"VANCOUVER, CANADA"|"i94port"
"VIC"|"VICTORIA, CANADA"|"i94port"
"WIN"|"WINNIPEG, CANADA"|"i94port"
"AMS"|"AMSTERDAM-SCHIPHOL, NETHERLANDS"|"i94port"
"ARB"|"ARUBA, NETH ANTILLES"|"i94port"
"BAN"|"BANKOK, THAILAND"|"i94port"
"BEI"|"BEICA #ARPT, ETHIOPIA"|"i94port"
"PEK"|"BEIJING CAPITAL INTL, PRC"|"i94port"
"BDA"|"KINDLEY FIELD, BERMUDA"|"i94port"
"BOG"|"BOGOTA, EL DORADO #ARPT, COLOMBIA"|"i94port"
"EZE"|"BUENOS AIRES, MINISTRO PIST, ARGENTINA"|"i94port"
"CUN"|"CANCUN, MEXICO"|"i94port"
"CRQ"|"CARAVELAS, BA #ARPT, BRAZIL"|"i94port"
"MVD"|"CARRASCO, URUGUAY"|"i94port"
"DUB"|"DUBLIN, IRELAND"|"i94port"
"FOU"|"FOUGAMOU #ARPT, GABON"|"i94port"
"FBA"|"FREEPORT, BAHAMAS"|"i94port"
"MTY"|"GEN M. ESCOBEDO, Monterrey, MX"|"i94port"
"HMO"|"GEN PESQUEIRA GARCIA, MX"|"i94port"
"GCM"|"GRAND CAYMAN, CAYMAN ISLAND"|"i94port"
"GDL"|"GUADALAJARA, MIGUEL HIDAL, MX"|"i94port"
"HAM"|"HAMILTON, BERMUDA"|"i94port"
"ICN"|"INCHON, SEOUL KOREA"|"i94port"
"IWA"|"INVALID - IWAKUNI, JAPAN"|"i94port"
"CND"|"KOGALNICEANU, ROMANIA"|"i94port"
"LAH"|"LABUHA ARPT, INDONESIA"|"i94port"
"DUR"|"LOUIS BOTHA, SOUTH AFRICA"|"i94port"
"MAL"|"MANGOLE ARPT, INDONESIA"|"i94port"
"MDE"|"MEDELLIN, COLOMBIA"|"i94port"
"MEX"|"JUAREZ INTL, MEXICO CITY, MX"|"i94port"
"LHR"|"MIDDLESEX, ENGLAND"|"i94port"
"NBO"|"NAIROBI, KENYA"|"i94port"
"NAS"|"NASSAU, BAHAMAS"|"i94port"
"NCA"|"NORTH CAICOS, TURK & CAIMAN"|"i94port"
"PTY"|"OMAR TORRIJOS, PANAMA"|"i94port"
"SPV"|"PAPUA, NEW GUINEA"|"i94port"
"UIO"|"QUITO (MARISCAL SUCR), ECUADOR"|"i94port"
"RIT"|"ROME, ITALY"|"i94port"
"SNO"|"SAKON NAKHON #ARPT, THAILAND"|"i94port"
"SLP"|"SAN LUIS POTOSI #ARPT, MEXICO"|"i94port"
"SAN"|"SAN SALVADOR, EL SALVADOR"|"i94port"
"SRO"|"SANTANA RAMOS #ARPT, COLOMBIA"|"i94port"
"GRU"|"GUARULHOS INTL, SAO PAULO, BRAZIL"|"i94port"
"SHA"|"SHANNON, IRELAND"|"i94port"
"HIL"|"SHILLAVO, ETHIOPIA"|"i94port"
"TOK"|"TOROKINA #ARPT, PAPUA, NEW GUINEA"|"i94port"
"VER"|"VERACRUZ, MEXICO"|"i94port"
"LGW"|"WEST SUSSEX, ENGLAND"|"i94port"
"ZZZ"|"MEXICO Land (Banco de Mexico)"|"i94port"
"CHN"|"No PORT Code (CHN)"|"i94port"
"CNC"|"CANNON CORNERS, NY"|"i94port"
"MAA"|"Abu Dhabi"|"i94port"
"AG0"|"MAGNOLIA, AR"|"i94port"
"BHM"|"BAR HARBOR, ME"|"i94port"
"BHX"|"BIRMINGHAM, AL"|"i94port"
"CAK"|"AKRON, OH"|"i94port"
"FOK"|"SUFFOLK COUNTY, NY"|"i94port"
"LND"|"LANDER, WY"|"i94port"
"MAR"|"MARFA, TX"|"i94port"
"MLI"|"MOLINE, IL"|"i94port"
"RIV"|"RIVERSIDE, CA"|"i94port"
"RME"|"ROME, NY"|"i94port"
"VNY"|"VAN NUYS, CA"|"i94port"
"YUM"|"YUMA, AZ"|"i94port"
"FRG"|"Collapsed (FOK) 06/15"|"i94port"
"HRL"|"Collapsed (HLG) 06/15"|"i94port"
"ISP"|"Collapsed (FOK) 06/15"|"i94port"
"JSJ"|"Collapsed (SAJ) 06/15"|"i94port"
"BUS"|"Collapsed (BUF) 06/15"|"i94port"
"IAG"|"Collapsed (NIA) 06/15"|"i94port"
"PHN"|"Collapsed (PHU) 06/15"|"i94port"
"STN"|"Collapsed (STR) 06/15"|"i94port"
"VMB"|"Collapsed (VNB) 06/15"|"i94port"
"T01"|"Collapsed (SEA) 06/15"|"i94port"
"PHF"|"No PORT Code (PHF)"|"i94port"
"DRV"|"No PORT Code (DRV)"|"i94port"
"FTB"|"No PORT Code (FTB)"|"i94port"
"GAC"|"No PORT Code (GAC)"|"i94port"
"GMT"|"No PORT Code (GMT)"|"i94port"
"JFA"|"No PORT Code (JFA)"|"i94port"
"JMZ"|"No PORT Code (JMZ)"|"i94port"
"NC8"|"No PORT Code (NC8)"|"i94port"
"NYL"|"No PORT Code (NYL)"|"i94port"
"OAI"|"No PORT Code (OAI)"|"i94port"
"PCW"|"No PORT Code (PCW)"|"i94port"
"WA5"|"No PORT Code (WAS)"|"i94port"
"WTR"|"No PORT Code (WTR)"|"i94port"
"X96"|"No PORT Code (X96)"|"i94port"
"XNA"|"No PORT Code (XNA)"|"i94port"
"YGF"|"No PORT Code (YGF)"|"i94port"
"5T6"|"No PORT Code (5T6)"|"i94port"
"060"|"No PORT Code (60)"|"i94port"
"SP0"|"No PORT Code (SP0)"|"i94port"
"W55"|"No PORT Code (W55)"|"i94port"
"X44"|"No PORT Code (X44)"|"i94port"
"AUH"|"No PORT Code (AUH)"|"i94port"
"RYY"|"No PORT Code (RYY)"|"i94port"
"SUS"|"No PORT Code (SUS)"|"i94port"
"74S"|"No PORT Code (74S)"|"i94port"
"ATW"|"No PORT Code (ATW)"|"i94port"
"CPX"|"No PORT Code (CPX)"|"i94port"
"MTH"|"No PORT Code (MTH)"|"i94port"
"PFN"|"No PORT Code (PFN)"|"i94port"
"SCH"|"No PORT Code (SCH)"|"i94port"
"ASI"|"No PORT Code (ASI)"|"i94port"
"BKF"|"No PORT Code (BKF)"|"i94port"
"DAY"|"No PORT Code (DAY)"|"i94port"
"Y62"|"No PORT Code (Y62)"|"i94port"
"AG"|"No PORT Code (AG)"|"i94port"
"BCM"|"No PORT Code (BCM)"|"i94port"
"DEC"|"No PORT Code (DEC)"|"i94port"
"PLB"|"No PORT Code (PLB)"|"i94port"
"CXO"|"No PORT Code (CXO)"|"i94port"
"JBQ"|"No PORT Code (JBQ)"|"i94port"
"JIG"|"No PORT Code (JIG)"|"i94port"
"OGS"|"No PORT Code (OGS)"|"i94port"
"TIW"|"No PORT Code (TIW)"|"i94port"
"OTS"|"No PORT Code (OTS)"|"i94port"
"AMT"|"No PORT Code (AMT)"|"i94port"
"EGE"|"No PORT Code (EGE)"|"i94port"
"GPI"|"No PORT Code (GPI)"|"i94port"
"NGL"|"No PORT Code (NGL)"|"i94port"
"OLM"|"No PORT Code (OLM)"|"i94port"
".GA"|"No PORT Code (.GA)"|"i94port"
"CLX"|"No PORT Code (CLX)"|"i94port"
"CP"|"No PORT Code (CP)"|"i94port"
"FSC"|"No PORT Code (FSC)"|"i94port"
"NK"|"No PORT Code (NK)"|"i94port"
"ADU"|"No PORT Code (ADU)"|"i94port"
"AKT"|"No PORT Code (AKT)"|"i94port"
"LIT"|"No PORT Code (LIT)"|"i94port"
"A2A"|"No PORT Code (A2A)"|"i94port"
"OSN"|"No PORT Code (OSN)"|"i94port"
"1"|"Air"|"i94mode"
"2"|"Sea"|"i94mode"
"3"|"Land"|"i94mode"
"9"|"Not reported"|"i94mode"
"AL"|"ALABAMA"|"i94addr"
"AK"|"ALASKA"|"i94addr"
"AZ"|"ARIZONA"|"i94addr"
"AR"|"ARKANSAS"|"i94addr"
"CA"|"CALIFORNIA"|"i94addr"
"CO"|"COLORADO"|"i94addr"
"CT"|"CONNECTICUT"|"i94addr"
"DE"|"DELAWARE"|"i94addr"
"DC"|"DIST. OF COLUMBIA"|"i94addr"
"FL"|"FLORIDA"|"i94addr"
"GA"|"GEORGIA"|"i94addr"
"GU"|"GUAM"|"i94addr"
"HI"|"HAWAII"|"i94addr"
"ID"|"IDAHO"|"i94addr"
"IL"|"ILLINOIS"|"i94addr"
"IN"|"INDIANA"|"i94addr"
"IA"|"IOWA"|"i94addr"
"KS"|"KANSAS"|"i94addr"
"KY"|"KENTUCKY"|"i94addr"
"LA"|"LOUISIANA"|"i94addr"
"ME"|"MAINE"|"i94addr"
"MD"|"MARYLAND"|"i94addr"
"MA"|"MASSACHUSETTS"|"i94addr"
"MI"|"MICHIGAN"|"i94addr"
"MN"|"MINNESOTA"|"i94addr"
"MS"|"MISSISSIPPI"|"i94addr"
"MO"|"MISSOURI"|"i94addr"
"MT"|"MONTANA"|"i94addr"
"NC"|"N. CAROLINA"|"i94addr"
"ND"|"N. DAKOTA"|"i94addr"
"NE"|"NEBRASKA"|"i94addr"
"NV"|"NEVADA"|"i94addr"
"NH"|"NEW HAMPSHIRE"|"i94addr"
"NJ"|"NEW JERSEY"|"i94addr"
"NM"|"NEW MEXICO"|"i94addr"
"NY"|"NEW YORK"|"i94addr"
"OH"|"OHIO"|"i94addr"
"OK"|"OKLAHOMA"|"i94addr"
"OR"|"OREGON"|"i94addr"
"PA"|"PENNSYLVANIA"|"i94addr"
"PR"|"PUERTO RICO"|"i94addr"
"RI"|"RHODE ISLAND"|"i94addr"
"SC"|"S. CAROLINA"|"i94addr"
"SD"|"S. DAKOTA"|"i94addr"
"TN"|"TENNESSEE"|"i94addr"
"TX"|"TEXAS"|"i94addr"
"UT"|"UTAH"|"i94addr"
"VT"|"VERMONT"|"i94addr"
"VI"|"VIRGIN ISLANDS"|"i94addr"
"VA"|"VIRGINIA"|"i94addr"
"WV"|"W. VIRGINIA"|"i94addr"
"WA"|"WASHINGTON"|"i94addr"
"WI"|"WISCONSON"|"i94addr"
"WY"|"WYOMING"|"i94addr"
"99"|"All Other Codes"|"i94addr"
"1"|"Business"|"i94visa"
"2"|"Pleasure"|"i94visa"
"3"|"Student"|"i94visa"
